	Kingdom	Phylum	Class	Order	Family	Genus
ASV1026	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Zeaxanthinibacter
ASV1200	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Zeaxanthinibacter
ASV1223	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Zeaxanthinibacter
ASV2007	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Zeaxanthinibacter
ASV2235	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Zeaxanthinibacter
ASV2749	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Zeaxanthinibacter
ASV391	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Zeaxanthinibacter
ASV465	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Zeaxanthinibacter
ASV471	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Zeaxanthinibacter
ASV819	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Zeaxanthinibacter
ASV833	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Zeaxanthinibacter
ASV918	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Zeaxanthinibacter
ASV1295	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriales UF	Flavobacteriales UG
ASV1448	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriales UF	Flavobacteriales UG
ASV167	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriales UF	Flavobacteriales UG
ASV2114	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriales UF	Flavobacteriales UG
ASV2134	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriales UF	Flavobacteriales UG
ASV2511	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriales UF	Flavobacteriales UG
ASV2516	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriales UF	Flavobacteriales UG
ASV2632	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriales UF	Flavobacteriales UG
ASV346	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriales UF	Flavobacteriales UG
ASV47	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriales UF	Flavobacteriales UG
ASV656	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriales UF	Flavobacteriales UG
ASV680	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriales UF	Flavobacteriales UG
ASV780	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriales UF	Flavobacteriales UG
ASV843	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriales UF	Flavobacteriales UG
ASV1914	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Schleiferiaceae	Schleiferiaceae UG
ASV2289	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Schleiferiaceae	Schleiferiaceae UG
ASV883	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Schleiferiaceae	Schleiferiaceae UG
ASV1162	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Chryseobacterium
ASV1211	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriales UF	Sphingobacteriales UG
ASV735	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriales UF	Sphingobacteriales UG
ASV1480	Bacteria	Balneolota	Balneolia	Balneolales	Balneolaceae	Aliifodinibius
ASV1582	Bacteria	Balneolota	Balneolia	Balneolales	Balneolaceae	Balneolaceae UG
ASV1607	Bacteria	Balneolota	Balneolia	Balneolales	Balneolaceae	Balneolaceae UG
ASV2082	Bacteria	Balneolota	Balneolia	Balneolales	Balneolaceae	Balneolaceae UG
ASV2244	Bacteria	Balneolota	Balneolia	Balneolales	Balneolaceae	Balneolaceae UG
ASV600	Bacteria	Balneolota	Balneolia	Balneolales	Balneolaceae	Balneolaceae UG
ASV1137	Bacteria	Balneolota	Balneolia	Balneolales	Balneolaceae	Gracilimonas
ASV1368	Bacteria	Balneolota	Balneolia	Balneolales	Balneolaceae	Gracilimonas
ASV1800	Bacteria	Balneolota	Balneolia	Balneolales	Balneolaceae	Gracilimonas
ASV2048	Bacteria	Balneolota	Balneolia	Balneolales	Balneolaceae	Gracilimonas
ASV2097	Bacteria	Balneolota	Balneolia	Balneolales	Balneolaceae	Gracilimonas
ASV2469	Bacteria	Balneolota	Balneolia	Balneolales	Balneolaceae	Gracilimonas
ASV553	Bacteria	Balneolota	Balneolia	Balneolales	Balneolaceae	Gracilimonas
ASV1565	Bacteria	Bdellovibrionota	Bacteriovoracia	Bacteriovoracales	Bacteriovoracaceae	Bacteriovoracaceae UG
ASV1025	Bacteria	Bdellovibrionota	Bacteriovoracia	Bacteriovoracales	Bacteriovoracaceae	Peredibacter
ASV1404	Bacteria	Bdellovibrionota	Bacteriovoracia	Bacteriovoracales	Bacteriovoracaceae	Peredibacter
ASV1541	Bacteria	Bdellovibrionota	Bacteriovoracia	Bacteriovoracales	Bacteriovoracaceae	Peredibacter
ASV1605	Bacteria	Bdellovibrionota	Bacteriovoracia	Bacteriovoracales	Bacteriovoracaceae	Peredibacter
ASV2053	Bacteria	Bdellovibrionota	Bacteriovoracia	Bacteriovoracales	Bacteriovoracaceae	Peredibacter
ASV2123	Bacteria	Bdellovibrionota	Bacteriovoracia	Bacteriovoracales	Bacteriovoracaceae	Peredibacter
ASV2191	Bacteria	Bdellovibrionota	Bacteriovoracia	Bacteriovoracales	Bacteriovoracaceae	Peredibacter
ASV2338	Bacteria	Bdellovibrionota	Bacteriovoracia	Bacteriovoracales	Bacteriovoracaceae	Peredibacter
ASV2367	Bacteria	Bdellovibrionota	Bacteriovoracia	Bacteriovoracales	Bacteriovoracaceae	Peredibacter
ASV2387	Bacteria	Bdellovibrionota	Bacteriovoracia	Bacteriovoracales	Bacteriovoracaceae	Peredibacter
ASV2652	Bacteria	Bdellovibrionota	Bacteriovoracia	Bacteriovoracales	Bacteriovoracaceae	Peredibacter
ASV2752	Bacteria	Bdellovibrionota	Bacteriovoracia	Bacteriovoracales	Bacteriovoracaceae	Peredibacter
ASV1238	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Pseudobdellovibrionaceae	Pseudobdellovibrionaceae UG
ASV1771	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Pseudobdellovibrionaceae	Pseudobdellovibrionaceae UG
ASV1942	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Pseudobdellovibrionaceae	Pseudobdellovibrionaceae UG
ASV2085	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Pseudobdellovibrionaceae	Pseudobdellovibrionaceae UG
ASV2277	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Pseudobdellovibrionaceae	Pseudobdellovibrionaceae UG
ASV2401	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Pseudobdellovibrionaceae	Pseudobdellovibrionaceae UG
ASV2585	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Pseudobdellovibrionaceae	Pseudobdellovibrionaceae UG
ASV905	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Pseudobdellovibrionaceae	Pseudobdellovibrionaceae UG
ASV1477	Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexales	Oligoflexaceae	Oligoflexaceae UG
ASV1852	Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexales	Oligoflexaceae	Oligoflexaceae UG
ASV2166	Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexales	Oligoflexaceae	Oligoflexaceae UG
ASV1328	Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexales	Oligoflexaceae	Pseudobacteriovorax
ASV486	Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexales	Oligoflexaceae	Pseudobacteriovorax
ASV1138	Bacteria	Bdellovibrionota	Oligoflexia	Silvanigrellales	Silvanigrellaceae	Fluviispira
ASV1681	Bacteria	Bdellovibrionota	Oligoflexia	Silvanigrellales	Silvanigrellaceae	Fluviispira
ASV1840	Bacteria	Bdellovibrionota	Oligoflexia	Silvanigrellales	Silvanigrellaceae	Silvanigrellaceae UG
ASV2648	Bacteria	Bdellovibrionota	Oligoflexia	Silvanigrellales	Silvanigrellaceae	Silvanigrellaceae UG
ASV1638	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	Arcobacter
ASV1724	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	Arcobacter
ASV1751	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	Arcobacter
ASV1864	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	Arcobacter
ASV2208	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	Arcobacter
ASV2626	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	Arcobacter
ASV270	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	Arcobacter
ASV442	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	Arcobacter
ASV683	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	Arcobacter
ASV704	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	Arcobacter
ASV1863	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Sulfurovaceae	Sulfurovum
ASV1392	Bacteria	Candidatus Eremiobacterota	Eremiobacteria	Eremiobacteria UO	Eremiobacteria UF	Eremiobacteria UG
ASV1860	Bacteria	Candidatus Eremiobacterota	Eremiobacteria	Eremiobacteria UO	Eremiobacteria UF	Eremiobacteria UG
ASV482	Bacteria	Candidatus Eremiobacterota	Eremiobacteria	Eremiobacteria UO	Eremiobacteria UF	Eremiobacteria UG
ASV2365	Bacteria	Candidatus Kapabacteria	Kapabacteria	Kapabacteriales	Kapabacteriales UF	Kapabacteriales UG
ASV1693	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Chlamydiales UF	Candidatus Piscichlamydia
ASV2803	Bacteria	Chloroflexota	Anaerolineae	Aggregatilineales	Aggregatilineaceae	Aggregatilineaceae UG
ASV1060	Bacteria	Chloroflexota	Anaerolineae	Aggregatilineales	Aggregatilineales UF	Aggregatilineales UG
ASV1284	Bacteria	Chloroflexota	Anaerolineae	Aggregatilineales	Aggregatilineales UF	Aggregatilineales UG
ASV2311	Bacteria	Chloroflexota	Anaerolineae	Aggregatilineales	Aggregatilineales UF	Aggregatilineales UG
ASV2313	Bacteria	Chloroflexota	Anaerolineae	Aggregatilineales	Aggregatilineales UF	Aggregatilineales UG
ASV614	Bacteria	Chloroflexota	Anaerolineae	Aggregatilineales	Aggregatilineales UF	Aggregatilineales UG
ASV1685	Bacteria	Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	Anaerolineaceae UG
ASV493	Bacteria	Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	Anaerolineaceae UG
ASV1902	Bacteria	Chloroflexota	Anaerolineae	Ardenticatenales	Ardenticatenaceae	Ardenticatenaceae UG
ASV2353	Bacteria	Chloroflexota	Anaerolineae	Ardenticatenales	Ardenticatenaceae	Ardenticatenaceae UG
ASV1639	Bacteria	Chloroflexota	Anaerolineae	Ardenticatenales	Ardenticatenales UF	Ardenticatenales UG
ASV2544	Bacteria	Chloroflexota	Anaerolineae	Ardenticatenales	Ardenticatenales UF	Ardenticatenales UG
ASV1184	Bacteria	Chloroflexota	Anaerolineae	Caldilineales	Caldilineaceae	Caldilineaceae UG
ASV1244	Bacteria	Chloroflexota	Anaerolineae	Caldilineales	Caldilineaceae	Caldilineaceae UG
ASV1492	Bacteria	Chloroflexota	Anaerolineae	Caldilineales	Caldilineaceae	Caldilineaceae UG
ASV2624	Bacteria	Chloroflexota	Anaerolineae	Caldilineales	Caldilineaceae	Caldilineaceae UG
ASV2654	Bacteria	Chloroflexota	Anaerolineae	Caldilineales	Caldilineaceae	Caldilineaceae UG
ASV1246	Bacteria	Chloroflexota	Chloroflexota UC	Chloroflexota UO	Chloroflexota UF	Chloroflexota UG
ASV2024	Bacteria	Chloroflexota	Chloroflexota UC	Chloroflexota UO	Chloroflexota UF	Chloroflexota UG
ASV1054	Bacteria	Clade NB1-j	Clade NB1-j	Clade NB1-j	Clade NB1-j	Clade NB1-j
ASV1888	Bacteria	Clade NB1-j	Clade NB1-j	Clade NB1-j	Clade NB1-j	Clade NB1-j
ASV2491	Bacteria	Clade NB1-j	Clade NB1-j	Clade NB1-j	Clade NB1-j	Clade NB1-j
ASV2746	Bacteria	Clade NB1-j	Clade NB1-j	Clade NB1-j	Clade NB1-j	Clade NB1-j
ASV1446	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Coleofasciculaceae	Caldora
ASV2070	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Coleofasciculaceae	Caldora
ASV2160	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Coleofasciculaceae	Caldora
ASV227	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Coleofasciculaceae	Caldora
ASV73	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Coleofasciculaceae	Moorea
ASV929	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Coleofasciculaceae	Moorea
ASV1416	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Coleofasciculaceae	Symploca
ASV1407	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Cyanobacteriaceae	Cyanobacteriaceae UG
ASV1268	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Cyanobacteriaceae	Geminobacterium
ASV164	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Cyanobacteriaceae	Geminobacterium
ASV1699	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Cyanobacteriaceae	Geminobacterium
ASV1775	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Cyanobacteriaceae	Geminobacterium
ASV1799	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Cyanobacteriaceae	Geminobacterium
ASV2032	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Cyanobacteriaceae	Geminobacterium
ASV2294	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Cyanobacteriaceae	Geminobacterium
ASV2689	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Cyanobacteriaceae	Geminobacterium
ASV352	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Cyanobacteriaceae	Geminobacterium
ASV612	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Cyanobacteriaceae	Geminobacterium
ASV713	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Cyanobacteriaceae	Geminobacterium
ASV912	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Cyanobacteriaceae	Geminobacterium
ASV1199	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Cyanobacteriaceae	Symphothece 
ASV2658	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Cyanobacteriaceae	Symphothece 
ASV715	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Cyanobacteriaceae	Symphothece 
ASV968	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Cyanobacteriaceae	Symphothece 
ASV1066	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Cyanobacteriales UF	Cyanobacteriales UG
ASV120	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Cyanobacteriales UF	Cyanobacteriales UG
ASV1714	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Cyanobacteriales UF	Cyanobacteriales UG
ASV2076	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Cyanobacteriales UF	Cyanobacteriales UG
ASV2135	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Cyanobacteriales UF	Cyanobacteriales UG
ASV2378	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Cyanobacteriales UF	Cyanobacteriales UG
ASV2707	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Cyanobacteriales UF	Cyanobacteriales UG
ASV2759	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Cyanobacteriales UF	Cyanobacteriales UG
ASV28	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Cyanobacteriales UF	Cyanobacteriales UG
ASV458	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Cyanobacteriales UF	Cyanobacteriales UG
ASV1237	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Desertifilaceae	Hormoscilla 
ASV2171	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Desertifilaceae	Hormoscilla 
ASV526	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Desertifilaceae	Hormoscilla 
ASV1267	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Desertifilaceae	Roseofilum
ASV106	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Geitlerinemaceae	Geitlerinema 
ASV1317	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Geitlerinemaceae	Geitlerinema 
ASV1429	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Geitlerinemaceae	Geitlerinema 
ASV377	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Geitlerinemaceae	Geitlerinema 
ASV529	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Geitlerinemaceae	Geitlerinema 
ASV551	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Geitlerinemaceae	Geitlerinema 
ASV2093	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Microcystaceae	Crocosphaera
ASV1322	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Microcystaceae	Cyanothece
ASV2181	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Mastigocoleus
ASV1425	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Rivularia
ASV2693	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Rivularia
ASV573	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Rivularia
ASV116	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Oscillatoriaceae	Oscillatoriaceae UG
ASV1916	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Oscillatoriaceae	Oscillatoriaceae UG
ASV21	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Oscillatoriaceae	Oscillatoriaceae UG
ASV2412	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Oscillatoriaceae	Oscillatoriaceae UG
ASV1843	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Oscillatoriaceae	Phormidium
ASV271	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Oscillatoriaceae	Phormidium
ASV2815	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Oscillatoriaceae	Planktothricoides
ASV1606	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Paraspirulinaceae	Spirulina
ASV872	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Paraspirulinaceae	Spirulina
ASV1191	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Phormidiaceae	Arthrospira
ASV1629	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Phormidiaceae	Arthrospira
ASV1670	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Phormidiaceae	Arthrospira
ASV2104	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Phormidiaceae	Arthrospira
ASV318	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Phormidiaceae	Arthrospira
ASV472	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Phormidiaceae	Arthrospira
ASV762	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Phormidiaceae	Arthrospira
ASV953	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Phormidiaceae	Arthrospira
ASV387	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Phormidiaceae	Lyngbya
ASV416	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Phormidiaceae	Phormidiaceae UG
ASV439	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Phormidiaceae	Trichodesmium
ASV112	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Xenococcaceae	Chroococcidiopsis
ASV1174	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Xenococcaceae	Chroococcidiopsis
ASV1373	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Xenococcaceae	Chroococcidiopsis
ASV1483	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Xenococcaceae	Chroococcidiopsis
ASV1509	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Xenococcaceae	Chroococcidiopsis
ASV1553	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Xenococcaceae	Chroococcidiopsis
ASV1612	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Xenococcaceae	Chroococcidiopsis
ASV1673	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Xenococcaceae	Chroococcidiopsis
ASV1686	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Xenococcaceae	Chroococcidiopsis
ASV175	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Xenococcaceae	Chroococcidiopsis
ASV1807	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Xenococcaceae	Chroococcidiopsis
ASV1853	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Xenococcaceae	Chroococcidiopsis
ASV187	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Xenococcaceae	Chroococcidiopsis
ASV2187	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Xenococcaceae	Chroococcidiopsis
ASV2292	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Xenococcaceae	Chroococcidiopsis
ASV2306	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Xenococcaceae	Chroococcidiopsis
ASV2438	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Xenococcaceae	Chroococcidiopsis
ASV2675	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Xenococcaceae	Chroococcidiopsis
ASV400	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Xenococcaceae	Chroococcidiopsis
ASV457	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Xenococcaceae	Chroococcidiopsis
ASV690	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Xenococcaceae	Chroococcidiopsis
ASV703	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Xenococcaceae	Chroococcidiopsis
ASV786	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Xenococcaceae	Chroococcidiopsis
ASV812	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Xenococcaceae	Chroococcidiopsis
ASV890	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Xenococcaceae	Chroococcidiopsis
ASV2111	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Xenococcaceae	Myxosarcina
ASV1052	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Xenococcaceae	Pleurocapsa
ASV1080	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Xenococcaceae	Pleurocapsa
ASV1197	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Xenococcaceae	Pleurocapsa
ASV1253	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Xenococcaceae	Pleurocapsa
ASV1357	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Xenococcaceae	Pleurocapsa
ASV1364	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Xenococcaceae	Pleurocapsa
ASV1387	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Xenococcaceae	Pleurocapsa
ASV1436	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Xenococcaceae	Pleurocapsa
ASV1505	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Xenococcaceae	Pleurocapsa
ASV1600	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Xenococcaceae	Pleurocapsa
ASV1616	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Xenococcaceae	Pleurocapsa
ASV1695	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Xenococcaceae	Pleurocapsa
ASV1731	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Xenococcaceae	Pleurocapsa
ASV1793	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Xenococcaceae	Pleurocapsa
ASV1921	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Xenococcaceae	Pleurocapsa
ASV2015	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Xenococcaceae	Pleurocapsa
ASV2540	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Xenococcaceae	Pleurocapsa
ASV260	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Xenococcaceae	Pleurocapsa
ASV2732	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Xenococcaceae	Pleurocapsa
ASV2767	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Xenococcaceae	Pleurocapsa
ASV536	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Xenococcaceae	Pleurocapsa
